
Host: fedora

Timers On : Mon Feb 16 03:15:50 2026
Timers Off: Mon Feb 16 03:15:51 2026

Wall Time:        1.07 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form G                          :      0.400u      0.000s      0.177w   1785 calls
JK: D                               :      0.033u      0.000s      0.007w   1785 calls
JK: USO2AO                          :      0.033u      0.000s      0.033w   1785 calls
JK: JK                              :      0.250u      0.000s      0.116w   1785 calls
DFH: compute_JK()                   :      0.233u      0.000s      0.112w   1785 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.001w   1785 calls
DFH: compute_J                      :      0.100u      0.000s      0.038w   1785 calls
DFH: compute_K                      :      0.083u      0.000s      0.061w   1785 calls
JK: AO2USO                          :      0.017u      0.000s      0.008w   1785 calls
HF: Form F                          :      0.017u      0.000s      0.005w   1785 calls
HF: Form D                          :      0.000u      0.000s      0.005w   1785 calls
HF: DIIS                            :      6.200u      0.150s      2.583w   1625 calls
HF: Form C                          :      0.550u      0.000s      0.327w   1625 calls
DFMP2 Singles                       :      0.017u      0.000s      0.002w     80 calls
DFMP2 Aia                           :      0.317u      0.000s      0.145w     80 calls
DFMP2 (A|mn)                        :      0.117u      0.000s      0.041w     80 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.001w     80 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.001w     80 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w     80 calls
DFMP2 Bia                           :      0.317u      0.033s      0.152w     80 calls
DFMP2 Metric                        :      0.267u      0.033s      0.141w     80 calls
DFMP2 Aia Read                      :      0.033u      0.000s      0.003w     80 calls
DFMP2 (ia|A)(A|Q)                   :      0.000u      0.000s      0.002w     80 calls
DFMP2 Bia Write                     :      0.000u      0.000s      0.001w     80 calls
DFMP2 Energy                        :      0.017u      0.000s      0.006w     80 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.000w    160 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.400u      0.017s      0.237w    160 calls
| Libint2ERI::Libint2ERI            :      0.217u      0.000s      0.133w    160 calls
DFH: initialize()                   :      1.133u      0.000s      0.696w    160 calls
| Libint2ERI::Libint2ERI            :      0.117u      0.000s      0.083w    320 calls
| DFH: AO Construction              :      0.100u      0.000s      0.091w    160 calls
| DFH: AO-Met. Contraction          :      0.050u      0.000s      0.025w    160 calls
HF: Form core H                     :      0.083u      0.017s      0.043w    160 calls
HF: Form S/X                        :      0.000u      0.000s      0.011w    160 calls
HF: Guess                           :      3.733u      0.067s      2.053w    160 calls
| SAD Guess                         :      3.450u      0.067s      1.951w    160 calls
HF: Form G                          :      0.400u      0.000s      0.177w   1785 calls
| JK: D                             :      0.033u      0.000s      0.007w   1785 calls
| JK: USO2AO                        :      0.033u      0.000s      0.033w   1785 calls
| JK: JK                            :      0.250u      0.000s      0.116w   1785 calls
| | DFH: compute_JK()               :      0.233u      0.000s      0.112w   1785 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.001w   1785 calls
| | | DFH: compute_J                :      0.100u      0.000s      0.038w   1785 calls
| | | DFH: compute_K                :      0.083u      0.000s      0.061w   1785 calls
| JK: AO2USO                        :      0.017u      0.000s      0.008w   1785 calls
HF: Form F                          :      0.017u      0.000s      0.005w   1785 calls
HF: Form D                          :      0.000u      0.000s      0.005w   1785 calls
HF: DIIS                            :      6.200u      0.150s      2.583w   1625 calls
HF: Form C                          :      0.550u      0.000s      0.327w   1625 calls
DFMP2 Singles                       :      0.017u      0.000s      0.002w     80 calls
DFMP2 Aia                           :      0.317u      0.000s      0.145w     80 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.039w     80 calls
| DFMP2 (A|mn)                      :      0.117u      0.000s      0.041w     80 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.001w     80 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.001w     80 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w     80 calls
DFMP2 Bia                           :      0.317u      0.033s      0.152w     80 calls
| DFMP2 Metric                      :      0.267u      0.033s      0.141w     80 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     80 calls
| DFMP2 Aia Read                    :      0.033u      0.000s      0.003w     80 calls
| DFMP2 (ia|A)(A|Q)                 :      0.000u      0.000s      0.002w     80 calls
| DFMP2 Bia Write                   :      0.000u      0.000s      0.001w     80 calls
DFMP2 Energy                        :      0.017u      0.000s      0.006w     80 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.000w    160 calls

**************************************************************************************

Host: fedora

Timers On : Mon Feb 16 20:29:51 2026
Timers Off: Mon Feb 16 20:30:39 2026

Wall Time:       48.27 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.600u      0.000s      0.242w    160 calls
Libint2ERI::Libint2ERI              :      0.550u      0.017s      0.262w    640 calls
DFH: initialize()                   :      1.117u      0.083s      0.716w    160 calls
DFH: AO Construction                :      0.183u      0.000s      0.092w    160 calls
DFH: AO-Met. Contraction            :      0.067u      0.000s      0.026w    160 calls
HF: Form core H                     :      0.083u      0.017s      0.044w    160 calls
HF: Form S/X                        :      0.000u      0.000s      0.012w    160 calls
HF: Guess                           :      3.650u      0.050s      2.070w    160 calls
SAD Guess                           :      3.433u      0.050s      1.967w    160 calls
HF: Form G                          :      0.283u      0.000s      0.178w   1785 calls
JK: D                               :      0.000u      0.000s      0.006w   1785 calls
JK: USO2AO                          :      0.050u      0.000s      0.032w   1785 calls
JK: JK                              :      0.150u      0.000s      0.117w   1785 calls
DFH: compute_JK()                   :      0.150u      0.000s      0.113w   1785 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.001w   1785 calls
DFH: compute_J                      :      0.050u      0.000s      0.039w   1785 calls
DFH: compute_K                      :      0.083u      0.000s      0.061w   1785 calls
JK: AO2USO                          :      0.050u      0.000s      0.008w   1785 calls
HF: Form F                          :      0.000u      0.000s      0.004w   1785 calls
HF: Form D                          :      0.033u      0.000s      0.005w   1785 calls
HF: DIIS                            :      6.450u      0.100s      2.551w   1625 calls
HF: Form C                          :      0.717u      0.000s      0.324w   1625 calls
DFMP2 Singles                       :      0.000u      0.000s      0.002w     80 calls
DFMP2 Aia                           :      0.367u      0.000s      0.144w     80 calls
DFMP2 (A|mn)                        :      0.133u      0.000s      0.041w     80 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.001w     80 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.001w     80 calls
DFMP2 Aia Write                     :      0.017u      0.000s      0.001w     80 calls
DFMP2 Bia                           :      0.150u      0.000s      0.154w     80 calls
DFMP2 Metric                        :      0.150u      0.000s      0.142w     80 calls
DFMP2 Aia Read                      :      0.000u      0.000s      0.003w     80 calls
DFMP2 (ia|A)(A|Q)                   :      0.000u      0.000s      0.002w     80 calls
DFMP2 Bia Write                     :      0.000u      0.000s      0.001w     80 calls
DFMP2 Energy                        :      0.000u      0.000s      0.006w     80 calls
DFMP2 Bia Read                      :      0.000u      0.000s      0.000w    160 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.600u      0.000s      0.242w    160 calls
| Libint2ERI::Libint2ERI            :      0.333u      0.000s      0.136w    160 calls
DFH: initialize()                   :      1.117u      0.083s      0.716w    160 calls
| Libint2ERI::Libint2ERI            :      0.133u      0.017s      0.087w    320 calls
| DFH: AO Construction              :      0.183u      0.000s      0.092w    160 calls
| DFH: AO-Met. Contraction          :      0.067u      0.000s      0.026w    160 calls
HF: Form core H                     :      0.083u      0.017s      0.044w    160 calls
HF: Form S/X                        :      0.000u      0.000s      0.012w    160 calls
HF: Guess                           :      3.650u      0.050s      2.070w    160 calls
| SAD Guess                         :      3.433u      0.050s      1.967w    160 calls
HF: Form G                          :      0.283u      0.000s      0.178w   1785 calls
| JK: D                             :      0.000u      0.000s      0.006w   1785 calls
| JK: USO2AO                        :      0.050u      0.000s      0.032w   1785 calls
| JK: JK                            :      0.150u      0.000s      0.117w   1785 calls
| | DFH: compute_JK()               :      0.150u      0.000s      0.113w   1785 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.001w   1785 calls
| | | DFH: compute_J                :      0.050u      0.000s      0.039w   1785 calls
| | | DFH: compute_K                :      0.083u      0.000s      0.061w   1785 calls
| JK: AO2USO                        :      0.050u      0.000s      0.008w   1785 calls
HF: Form F                          :      0.000u      0.000s      0.004w   1785 calls
HF: Form D                          :      0.033u      0.000s      0.005w   1785 calls
HF: DIIS                            :      6.450u      0.100s      2.551w   1625 calls
HF: Form C                          :      0.717u      0.000s      0.324w   1625 calls
DFMP2 Singles                       :      0.000u      0.000s      0.002w     80 calls
DFMP2 Aia                           :      0.367u      0.000s      0.144w     80 calls
| Libint2ERI::Libint2ERI            :      0.083u      0.000s      0.039w     80 calls
| DFMP2 (A|mn)                      :      0.133u      0.000s      0.041w     80 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.001w     80 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.001w     80 calls
| DFMP2 Aia Write                   :      0.017u      0.000s      0.001w     80 calls
DFMP2 Bia                           :      0.150u      0.000s      0.154w     80 calls
| DFMP2 Metric                      :      0.150u      0.000s      0.142w     80 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     80 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.003w     80 calls
| DFMP2 (ia|A)(A|Q)                 :      0.000u      0.000s      0.002w     80 calls
| DFMP2 Bia Write                   :      0.000u      0.000s      0.001w     80 calls
DFMP2 Energy                        :      0.000u      0.000s      0.006w     80 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.000w    160 calls

**************************************************************************************

Host: fedora

Timers On : Mon Feb 16 20:30:51 2026
Timers Off: Mon Feb 16 20:49:11 2026

Wall Time:     1099.82 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.483u      0.000s      0.236w    160 calls
Libint2ERI::Libint2ERI              :      0.500u      0.050s      0.255w    640 calls
DFH: initialize()                   :      1.117u      0.050s      0.698w    160 calls
DFH: AO Construction                :      0.083u      0.000s      0.091w    160 calls
DFH: AO-Met. Contraction            :      0.050u      0.000s      0.026w    160 calls
HF: Form core H                     :      0.067u      0.000s      0.043w    160 calls
HF: Form S/X                        :      0.017u      0.000s      0.011w    160 calls
HF: Guess                           :      3.700u      0.033s      2.085w    160 calls
SAD Guess                           :      3.517u      0.017s      1.982w    160 calls
HF: Form G                          :      0.283u      0.017s      0.178w   1785 calls
JK: D                               :      0.017u      0.000s      0.007w   1785 calls
JK: USO2AO                          :      0.067u      0.000s      0.033w   1785 calls
JK: JK                              :      0.183u      0.000s      0.117w   1785 calls
DFH: compute_JK()                   :      0.167u      0.000s      0.113w   1785 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.001w   1785 calls
DFH: compute_J                      :      0.033u      0.000s      0.039w   1785 calls
DFH: compute_K                      :      0.083u      0.000s      0.061w   1785 calls
JK: AO2USO                          :      0.000u      0.017s      0.008w   1785 calls
HF: Form F                          :      0.000u      0.000s      0.004w   1785 calls
HF: Form D                          :      0.017u      0.000s      0.006w   1785 calls
HF: DIIS                            :      6.467u      0.150s      2.494w   1625 calls
HF: Form C                          :      0.517u      0.000s      0.317w   1625 calls
DFMP2 Singles                       :      0.017u      0.000s      0.002w     80 calls
DFMP2 Aia                           :      0.167u      0.033s      0.143w     80 calls
DFMP2 (A|mn)                        :      0.033u      0.017s      0.040w     80 calls
DFMP2 (A|mn)C_mi                    :      0.000u      0.000s      0.001w     80 calls
DFMP2 (A|mi)C_na                    :      0.000u      0.000s      0.001w     80 calls
DFMP2 Aia Write                     :      0.000u      0.000s      0.001w     80 calls
DFMP2 Bia                           :      0.183u      0.017s      0.155w     80 calls
DFMP2 Metric                        :      0.167u      0.017s      0.144w     80 calls
DFMP2 Aia Read                      :      0.017u      0.000s      0.003w     80 calls
DFMP2 (ia|A)(A|Q)                   :      0.000u      0.000s      0.002w     80 calls
DFMP2 Bia Write                     :      0.000u      0.000s      0.001w     80 calls
DFMP2 Energy                        :      0.017u      0.000s      0.006w     80 calls
DFMP2 Bia Read                      :      0.017u      0.000s      0.000w    160 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.483u      0.000s      0.236w    160 calls
| Libint2ERI::Libint2ERI            :      0.233u      0.000s      0.131w    160 calls
DFH: initialize()                   :      1.117u      0.050s      0.698w    160 calls
| Libint2ERI::Libint2ERI            :      0.200u      0.033s      0.084w    320 calls
| DFH: AO Construction              :      0.083u      0.000s      0.091w    160 calls
| DFH: AO-Met. Contraction          :      0.050u      0.000s      0.026w    160 calls
HF: Form core H                     :      0.067u      0.000s      0.043w    160 calls
HF: Form S/X                        :      0.017u      0.000s      0.011w    160 calls
HF: Guess                           :      3.700u      0.033s      2.085w    160 calls
| SAD Guess                         :      3.517u      0.017s      1.982w    160 calls
HF: Form G                          :      0.283u      0.017s      0.178w   1785 calls
| JK: D                             :      0.017u      0.000s      0.007w   1785 calls
| JK: USO2AO                        :      0.067u      0.000s      0.033w   1785 calls
| JK: JK                            :      0.183u      0.000s      0.117w   1785 calls
| | DFH: compute_JK()               :      0.167u      0.000s      0.113w   1785 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.001w   1785 calls
| | | DFH: compute_J                :      0.033u      0.000s      0.039w   1785 calls
| | | DFH: compute_K                :      0.083u      0.000s      0.061w   1785 calls
| JK: AO2USO                        :      0.000u      0.017s      0.008w   1785 calls
HF: Form F                          :      0.000u      0.000s      0.004w   1785 calls
HF: Form D                          :      0.017u      0.000s      0.006w   1785 calls
HF: DIIS                            :      6.467u      0.150s      2.494w   1625 calls
HF: Form C                          :      0.517u      0.000s      0.317w   1625 calls
DFMP2 Singles                       :      0.017u      0.000s      0.002w     80 calls
DFMP2 Aia                           :      0.167u      0.033s      0.143w     80 calls
| Libint2ERI::Libint2ERI            :      0.067u      0.017s      0.038w     80 calls
| DFMP2 (A|mn)                      :      0.033u      0.017s      0.040w     80 calls
| DFMP2 (A|mn)C_mi                  :      0.000u      0.000s      0.001w     80 calls
| DFMP2 (A|mi)C_na                  :      0.000u      0.000s      0.001w     80 calls
| DFMP2 Aia Write                   :      0.000u      0.000s      0.001w     80 calls
DFMP2 Bia                           :      0.183u      0.017s      0.155w     80 calls
| DFMP2 Metric                      :      0.167u      0.017s      0.144w     80 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     80 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.003w     80 calls
| DFMP2 (ia|A)(A|Q)                 :      0.000u      0.000s      0.002w     80 calls
| DFMP2 Bia Write                   :      0.000u      0.000s      0.001w     80 calls
DFMP2 Energy                        :      0.017u      0.000s      0.006w     80 calls
| DFMP2 Bia Read                    :      0.017u      0.000s      0.000w    160 calls

**************************************************************************************

Host: fedora

Timers On : Mon Feb 16 20:55:46 2026
Timers Off: Mon Feb 16 20:55:47 2026

Wall Time:        0.61 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.001w      3 calls
DFH: initialize()                   :      0.000u      0.017s      0.005w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.000w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.000s      0.012w      1 calls
SAD Guess                           :      0.017u      0.000s      0.012w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      7 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.000w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.000w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      7 calls
DFH: compute_K                      :      0.000u      0.000s      0.000w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.183u      0.033s      0.169w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFH: initialize()                   :      0.000u      0.017s      0.005w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.000w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.000s      0.012w      1 calls
| SAD Guess                         :      0.017u      0.000s      0.012w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      7 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.000w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.000w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.000w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.183u      0.033s      0.169w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls

**************************************************************************************

Host: fedora

Timers On : Mon Feb 16 20:56:33 2026
Timers Off: Mon Feb 16 20:56:34 2026

Wall Time:        0.95 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.001w      3 calls
DFH: initialize()                   :      0.000u      0.000s      0.004w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.000w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.017s      0.012w      1 calls
SAD Guess                           :      0.017u      0.017s      0.011w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      7 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.000w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.000w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      7 calls
DFH: compute_K                      :      0.000u      0.000s      0.000w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.200u      0.033s      0.170w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFH: initialize()                   :      0.000u      0.000s      0.004w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.000w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.017s      0.012w      1 calls
| SAD Guess                         :      0.017u      0.017s      0.011w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      7 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.000w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.000w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.000w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.200u      0.033s      0.170w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls

**************************************************************************************

Host: fedora

Timers On : Mon Feb 16 20:56:52 2026
Timers Off: Mon Feb 16 20:56:52 2026

Wall Time:        0.92 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.001w      3 calls
DFH: initialize()                   :      0.000u      0.000s      0.004w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.000w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.000s      0.012w      1 calls
SAD Guess                           :      0.000u      0.000s      0.011w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      7 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.000w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.000w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      7 calls
DFH: compute_K                      :      0.000u      0.000s      0.000w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.217u      0.033s      0.167w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.001w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFH: initialize()                   :      0.000u      0.000s      0.004w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.001w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.000w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.000w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.017u      0.000s      0.012w      1 calls
| SAD Guess                         :      0.000u      0.000s      0.011w      1 calls
HF: Form G                          :      0.000u      0.000s      0.000w      7 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.000w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.000w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.000w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.217u      0.033s      0.167w      6 calls
HF: Form C                          :      0.000u      0.000s      0.001w      6 calls

**************************************************************************************

Host: fedora

Timers On : Thu May  7 15:53:09 2026
Timers Off: Thu May  7 15:53:16 2026

Wall Time:        7.28 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.017u      0.000s      0.012w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.015w      3 calls
DFH: initialize()                   :      0.033u      0.050s      0.073w      1 calls
DFH: AO Construction                :      0.000u      0.000s      0.003w      1 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.083u      0.033s      0.086w      1 calls
SAD Guess                           :      0.083u      0.033s      0.082w      1 calls
HF: Form G                          :      0.000u      0.000s      0.003w      7 calls
JK: D                               :      0.000u      0.000s      0.000w      7 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w      7 calls
JK: JK                              :      0.000u      0.000s      0.002w      7 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.002w      7 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w      7 calls
DFH: compute_J                      :      0.000u      0.000s      0.000w      7 calls
DFH: compute_K                      :      0.000u      0.000s      0.001w      7 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.883u      0.367s      1.495w      6 calls
HF: Form C                          :      0.017u      0.000s      0.006w      6 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.017u      0.000s      0.012w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.008w      1 calls
DFH: initialize()                   :      0.033u      0.050s      0.073w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.007w      2 calls
| DFH: AO Construction              :      0.000u      0.000s      0.003w      1 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.000w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.002w      1 calls
HF: Form S/X                        :      0.000u      0.000s      0.000w      1 calls
HF: Guess                           :      0.083u      0.033s      0.086w      1 calls
| SAD Guess                         :      0.083u      0.033s      0.082w      1 calls
HF: Form G                          :      0.000u      0.000s      0.003w      7 calls
| JK: D                             :      0.000u      0.000s      0.000w      7 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w      7 calls
| JK: JK                            :      0.000u      0.000s      0.002w      7 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.002w      7 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.000w      7 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.001w      7 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w      7 calls
HF: Form F                          :      0.000u      0.000s      0.000w      7 calls
HF: Form D                          :      0.000u      0.000s      0.000w      7 calls
HF: DIIS                            :      2.883u      0.367s      1.495w      6 calls
HF: Form C                          :      0.017u      0.000s      0.006w      6 calls

**************************************************************************************
